HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
AD8F18,2022-06-24,12:02:22,LYM5411,8625,287,,LYM,12:00:00
A6FE41,2022-06-24,12:02:22,N55NC,40000,450,,Private,12:00:00
ABA5D3,2022-06-24,12:02:22,N85JM,16000,419,,Private,12:00:00
ACFBAF,2022-06-24,12:02:22,N9358C,3400,116,4640,Private,12:00:00
AD6FF2,2022-06-24,12:02:23,NA,2250,198,6271,NA,12:00:00
AC523C,2022-06-24,12:02:23,UAL1807,11800,348,674,UAL,12:00:00
A114F4,2022-06-24,12:02:23,AAL2603,11325,275,4033,AAL,12:00:00
A98515,2022-06-24,12:02:23,SKW3124,8250,204,616,SKW,12:00:00
A4BB8A,2022-06-24,12:02:24,AAL456,13450,371,,AAL,12:00:00
A349BE,2022-06-24,12:02:25,NA,35000,455,,NA,12:00:00
A06646,2022-06-24,12:02:25,NA,17450,435,,NA,12:00:00
A30B24,2022-06-24,12:02:27,N2955R,2800,99,,Private,12:00:00
A54280,2022-06-24,12:02:28,N438TA,5700,291,6223,Private,12:00:00
A4DD65,2022-06-24,12:02:28,NA,7500,270,3610,NA,12:00:00
AB79CA,2022-06-24,12:02:35,AAL115,6575,269,3442,AAL,12:00:00
AD4C2A,2022-06-24,12:02:36,AAL2922,2150,199,3627,AAL,12:00:00
A3AA6F,2022-06-24,12:02:37,NA,4550,117,2233,NA,12:00:00
A58103,2022-06-24,12:02:39,AAL2112,15300,336,3250,AAL,12:00:00
A1E4D6,2022-06-24,12:02:39,NA,9900,,,NA,12:00:00
AD7DA2,2022-06-24,12:03:21,NA,9025,299,,NA,12:00:00
AC5314,2022-06-24,12:03:29,ASH6046,2075,199,,ASH,12:00:00
A24BA7,2022-06-24,12:04:16,SKW3840,34000,457,,SKW,12:00:00
AD6EC6,2022-06-24,12:04:39,AAL1055,15500,333,2007,AAL,12:00:00
ACF1A3,2022-06-24,12:04:42,ENY3773,2450,200,2434,ENY,12:00:00
AB3446,2022-06-24,12:04:52,N82075,1500,105,,Private,12:00:00
A69251,2022-06-24,12:04:58,N522WA,25000,263,4174,Private,12:00:00
AA974F,2022-06-24,12:05:11,SWA1754,18600,411,3601,SWA,12:00:00
AB774B,2022-06-24,12:05:39,AAL2412,2425,302,3612,AAL,12:00:00
A81486,2022-06-24,12:05:58,N62GM,4225,177,,Private,12:00:00
A1E3B4,2022-06-24,12:06:07,N2202W,1500,109,,Private,12:00:00
AE11AC,2022-06-24,12:06:13,ENJEP89,24025,255,,ENJEP,12:00:00
A97FE5,2022-06-24,12:06:27,N711BH,36000,464,6260,Private,12:00:00
AC7C52,2022-06-24,12:06:37,NA,5000,,,NA,12:00:00
AD5AA7,2022-06-24,12:06:39,NA,19250,344,,NA,12:00:00
A72CA2,2022-06-24,12:06:50,NA,7850,298,,NA,12:00:00
A811BA,2022-06-24,12:06:50,NA,9925,,,NA,12:00:00
ADFF53,2022-06-24,12:07:06,RANDY45,1975,301,3061,RANDY,12:00:00
A5224D,2022-06-24,12:07:07,N43RS,4925,245,5116,Private,12:00:00
AA55B5,2022-06-24,12:07:35,SKW3100,13950,335,773,SKW,12:00:00
A0C4A3,2022-06-24,12:08:07,N149FG,2725,157,652,Private,12:00:00
A15516,2022-06-24,12:08:50,AAL654,10375,279,3422,AAL,12:00:00
A706ED,2022-06-24,12:08:50,N552AV,43000,486,665,Private,12:00:00
A76CBE,2022-06-24,12:09:21,N578GG,9900,199,3651,Private,12:00:00
A09CFE,2022-06-24,12:09:35,DAL823,2450,178,,DAL,12:00:00
A1CE0E,2022-06-24,12:10:19,TSU215,38000,483,2234,TSU,12:00:00
AD70BA,2022-06-24,12:10:32,NA,8850,305,3451,NA,12:00:00
A76134,2022-06-24,12:10:47,N575CF,1900,182,2257,Private,12:00:00
A1E200,2022-06-24,12:10:49,NA,21100,358,,NA,12:00:00
ACAA74,2022-06-24,12:11:53,NKS1200,9150,281,3655,NKS,12:00:00
A325FD,2022-06-24,12:12:42,AAL1870,2225,193,,AAL,12:00:00
A46D47,2022-06-24,12:13:08,NA,35000,456,,NA,12:00:00
ACB59C,2022-06-24,12:13:27,NA,2350,382,,NA,12:00:00
AC893A,2022-06-24,12:13:38,AAL2078,2400,190,3076,AAL,12:00:00
AB0A26,2022-06-24,12:13:57,NA,16475,,,NA,12:00:00
A77A32,2022-06-24,12:14:03,LXJ581,13025,300,2231,LXJ,12:00:00
A359BC,2022-06-24,12:14:07,DAL1600,34000,486,2244,DAL,12:00:00
AB2E55,2022-06-24,12:14:23,N81981,3600,97,1200,Private,12:00:00
AC0519,2022-06-24,12:14:27,NA,10175,395,,NA,12:00:00
A0D352,2022-06-24,12:14:38,N152TM,1750,59,1200,Private,12:00:00
A13C73,2022-06-24,12:14:58,AAL2543,2250,185,571,AAL,12:00:00
ADFF64,2022-06-24,12:15:06,RANDY98,2575,327,,RANDY,12:00:00
A42A91,2022-06-24,12:15:15,FFT506,9350,279,2345,FFT,12:00:00
AA6A98,2022-06-24,12:15:16,SWA1879,9000,371,5205,SWA,12:00:00
A24B0A,2022-06-24,12:15:52,ASH5738,13000,316,5262,ASH,12:00:00
AC62DE,2022-06-24,12:16:01,NA,2825,,,NA,12:00:00
0D0380,2022-06-24,12:16:08,SLI2682,14825,335,4203,SLI,12:00:00
A3F621,2022-06-24,12:16:14,UAL529,35000,439,,UAL,12:00:00
A41447,2022-06-24,12:16:16,FFT2734,9450,281,2364,FFT,12:00:00
AB4732,2022-06-24,12:16:34,AAL61,2275,301,2317,AAL,12:00:00
A671F8,2022-06-24,12:16:43,N514TD,9500,121,,Private,12:00:00
A36516,2022-06-24,12:17:07,FFT1370,2400,193,,FFT,12:00:00
A1C7B0,2022-06-24,12:17:10,N2135B,1800,90,,Private,12:00:00
AE5F13,2022-06-24,12:17:32,NA,4000,,,NA,12:00:00
A7C2B6,2022-06-24,12:17:43,N6BR,30100,389,550,Private,12:00:00
A55218,2022-06-24,12:17:50,AAL1709,11400,277,1657,AAL,12:00:00
AE5F09,2022-06-24,12:17:52,ROPER61,3975,148,5255,ROPER,12:00:00
A8AAA5,2022-06-24,12:18:24,SKW3118,9000,202,,SKW,12:00:00
AA9D1A,2022-06-24,12:18:28,EJA783,4425,390,6262,EJA,12:00:00
A27DBC,2022-06-24,12:18:33,N26ME,5000,266,3664,Private,12:00:00
A53B2B,2022-06-24,12:18:37,UAL1104,8825,279,531,UAL,12:00:00
A83DD2,2022-06-24,12:19:43,N630AX,5400,320,,Private,12:00:00
AA8C39,2022-06-24,12:19:55,UAL699,37000,464,,UAL,12:00:00
A6E89F,2022-06-24,12:20:00,AAL2023,2550,199,,AAL,12:00:00
AB4C83,2022-06-24,12:20:19,NA,11150,290,,NA,12:00:00
C00FAB,2022-06-24,12:20:28,JZA976,2400,282,6224,JZA,12:00:00
A3A9AF,2022-06-24,12:20:37,AAL942,8225,280,6230,AAL,12:00:00
A0EF93,2022-06-24,12:20:55,N16CM,5000,227,2205,Private,12:00:00
AD0497,2022-06-24,12:21:45,NKS163,2200,197,2304,NKS,12:00:00
ACDED2,2022-06-24,12:21:51,NA,5500,,,NA,12:00:00
A026B2,2022-06-24,12:22:27,N109FT,4500,161,5117,Private,12:00:00
C085CB,2022-06-24,12:22:34,NA,3450,212,2213,NA,12:00:00
A97631,2022-06-24,12:22:51,N709CB,19125,346,5175,Private,12:00:00
A27C9E,2022-06-24,12:23:19,N25995,3600,107,,Private,12:00:00
AE1480,2022-06-24,12:23:27,RANGR91,5025,222,6272,RANGR,12:00:00
ABEF98,2022-06-24,12:24:05,SWA2681,37000,460,7232,SWA,12:00:00
ABB90D,2022-06-24,12:24:40,NA,12775,300,,NA,12:00:00
A91B14,2022-06-24,12:24:52,N686SC,40000,438,,Private,12:00:00
A07F46,2022-06-24,12:24:52,DAL725,2725,190,3603,DAL,12:00:00
A1463A,2022-06-24,12:25:20,AAL2961,9525,398,,AAL,12:00:00
AB1628,2022-06-24,12:25:20,SCX516,11900,280,,SCX,12:00:00
AAC540,2022-06-24,12:25:50,NA,37800,504,,NA,12:00:00
A7CB35,2022-06-24,12:25:54,CYO601,15250,355,3243,CYO,12:00:00
A18403,2022-06-24,12:26:12,NA,2750,173,7052,NA,12:00:00
4D0105,2022-06-24,12:26:32,CLX84W,9975,282,,CLX,12:00:00
AE1741,2022-06-24,12:26:33,SHEP91,25050,286,,SHEP,12:00:00
AABF80,2022-06-24,12:26:48,AAL7,2250,194,2262,AAL,12:00:00
A9D626,2022-06-24,12:27:20,UAL2250,37000,467,,UAL,12:00:00
A0B199,2022-06-24,12:27:51,AAL1716,2625,171,2315,AAL,12:00:00
A4AFBE,2022-06-24,12:28:57,AAL2221,2450,188,2261,AAL,12:00:00
A7DF23,2022-06-24,12:29:02,NA,8625,281,,NA,12:00:00
A68E4F,2022-06-24,12:29:05,TAI440,10600,277,2404,TAI,12:00:00
AB6B02,2022-06-24,12:29:13,NA,2600,187,6264,NA,12:00:00
AD6C3B,2022-06-24,12:29:46,AAL2391,2400,191,2362,AAL,12:00:00
A8FEB8,2022-06-24,12:29:50,SKW4800,29000,444,,SKW,12:00:00
A4B9C7,2022-06-24,12:30:51,SWA977,39000,458,7344,SWA,12:00:00
ABD3C7,2022-06-24,12:31:30,AAL2393,2275,208,576,AAL,12:00:00
AC249E,2022-06-24,12:31:39,SWA2718,11350,332,3474,SWA,12:00:00
ACF5BE,2022-06-24,12:31:47,NA,2375,203,,NA,12:00:00
A22003,2022-06-24,12:31:48,ENY3307,11325,274,3352,ENY,12:00:00
ADE8FA,2022-06-24,12:32:07,AAL1741,2300,174,2305,AAL,12:00:00
AD4FB2,2022-06-24,12:33:03,ASH5838,13250,330,5202,ASH,12:00:00
AD247C,2022-06-24,12:33:07,NA,2400,,6235,NA,12:00:00
A23494,2022-06-24,12:33:36,NA,5650,,,NA,12:00:00
A5D197,2022-06-24,12:33:37,BTQ554,6050,223,3454,BTQ,12:00:00
A8E9D7,2022-06-24,12:33:41,NA,2000,,,NA,12:00:00
A63FA4,2022-06-24,12:34:11,N501WJ,5000,241,5270,Private,12:00:00
A8102A,2022-06-24,12:34:16,UAL2296,33000,441,,UAL,12:00:00
ABDC92,2022-06-24,12:34:20,NA,33000,469,,NA,12:00:00
AA963E,2022-06-24,12:34:38,SWA2188,39000,460,,SWA,12:00:00
A37616,2022-06-24,12:34:46,DAL649,35000,448,4155,DAL,12:00:00
ADE18C,2022-06-24,12:34:54,NA,2400,194,,NA,12:00:00
AD2833,2022-06-24,12:35:32,NA,8325,279,,NA,12:00:00
A1C229,2022-06-24,12:36:06,ENY4248,32000,447,,ENY,12:00:00
A757AE,2022-06-24,12:36:37,AAL1534,15275,360,7074,AAL,12:00:00
AA596C,2022-06-24,12:36:42,SKW3019,2225,201,3423,SKW,12:00:00
ADDA24,2022-06-24,12:36:52,AAL2577,9025,279,3650,AAL,12:00:00
A83E7B,2022-06-24,12:37:09,N630HR,1800,70,,Private,12:00:00
