HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
A2717F,2022-06-21,12:02:19,N257A,19950,434,6241,Private,12:00:00
A05F37,2022-06-21,12:02:19,DAL1174,34000,479,1325,DAL,12:00:00
A71B43,2022-06-21,12:02:19,AAL2603,11425,272,2242,AAL,12:00:00
A0DDFB,2022-06-21,12:02:20,NA,19225,430,,NA,12:00:00
AAF5A9,2022-06-21,12:02:21,NA,11050,378,,NA,12:00:00
A53835,2022-06-21,12:02:25,N4351J,1100,123,5121,Private,12:00:00
AB3446,2022-06-21,12:02:31,N82075,3300,101,4674,Private,12:00:00
A987AA,2022-06-21,12:02:33,SKW4938,14100,362,2532,SKW,12:00:00
A1F4CD,2022-06-21,12:02:41,ENY3866,14425,366,5255,ENY,12:00:00
A83E7B,2022-06-21,12:02:47,N630HR,5900,58,,Private,12:00:00
A7178C,2022-06-21,12:02:53,NA,,,,NA,12:00:00
A40ACB,2022-06-21,12:02:53,N36JR,1300,97,430,Private,12:00:00
A75B21,2022-06-21,12:02:56,N573SC,9300,112,,Private,12:00:00
ABF434,2022-06-21,12:03:14,N87CE   ,2100,168,2267,Private,12:00:00
AB82E2,2022-06-21,12:03:18,N8405B,3300,88,1200,Private,12:00:00
A46FD3,2022-06-21,12:03:24,NA,28000,,,NA,12:00:00
A77F2D,2022-06-21,12:03:55,AAL2778,11775,278,3111,AAL,12:00:00
A0C92C,2022-06-21,12:04:09,ALLEN415,1200,98,1200,ALLEN,12:00:00
ADBB39,2022-06-21,12:04:25,AAL444,2175,197,6242,AAL,12:00:00
ADAACD,2022-06-21,12:05:04,NA,,261,,NA,12:00:00
A04E83,2022-06-21,12:05:10,NA,5300,102,,NA,12:00:00
A5251F,2022-06-21,12:05:14,SWA2415,10800,357,6263,SWA,12:00:00
A90438,2022-06-21,12:05:46,NA,7450,,,NA,12:00:00
AA8E49,2022-06-21,12:05:50,N78BC,4350,133,,Private,12:00:00
A1E5F1,2022-06-21,12:06:07,ENY3310,8800,276,5244,ENY,12:00:00
A83673,2022-06-21,12:06:39,N6281C,1300,92,,Private,12:00:00
A42E48,2022-06-21,12:07:18,FFT1370,2050,197,2220,FFT,12:00:00
A252A7,2022-06-21,12:07:22,NA,,,,NA,12:00:00
ACBEB0,2022-06-21,12:07:33,ASH5845,2075,185,,ASH,12:00:00
A0B6EA,2022-06-21,12:07:34,SKW5559,34000,444,2117,SKW,12:00:00
AA11DC,2022-06-21,12:08:03,SKW3270,8400,276,6220,SKW,12:00:00
A49206,2022-06-21,12:08:27,DAL1600,34025,475,,DAL,12:00:00
AAED5A,2022-06-21,12:08:37,DAL969,34000,450,3532,DAL,12:00:00
A4405F,2022-06-21,12:08:45,NA,10725,333,3470,NA,12:00:00
AB5C12,2022-06-21,12:08:53,AAL115,2050,318,6262,AAL,12:00:00
A9CC7A,2022-06-21,12:09:02,EJA730,41000,468,6016,EJA,12:00:00
A1F116,2022-06-21,12:09:36,ENY3307,11350,275,2064,ENY,12:00:00
A6CFFC,2022-06-21,12:09:37,AAL2065,8875,280,2222,AAL,12:00:00
A70446,2022-06-21,12:09:40,N551MS,2100,166,,Private,12:00:00
A0D352,2022-06-21,12:10:06,N152TM,1175,84,1200,Private,12:00:00
A46D4F,2022-06-21,12:11:21,UAL245,1925,212,,UAL,12:00:00
ABEBE0,2022-06-21,12:11:25,SWA2681,37000,437,2732,SWA,12:00:00
A9F302,2022-06-21,12:11:55,SKW3224,9125,284,537,SKW,12:00:00
AD2351,2022-06-21,12:11:58,ALLEN159,1450,91,5264,ALLEN,12:00:00
A8DA0B,2022-06-21,12:11:59,NA,3225,154,,NA,12:00:00
A1FC3B,2022-06-21,12:12:22,ENY9859,11225,276,1546,ENY,12:00:00
