HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
AA5D60,2022-06-27,00:00:36,AAL803,10325,311,2253,AAL,00:00:00
A6CFFC,2022-06-27,00:00:36,AAL2410,11825,311,2055,AAL,00:00:00
A38C95,2022-06-27,00:00:36,NA,8575,255,,NA,00:00:00
A1515B,2022-06-27,00:00:44,AAL1828,6125,270,572,AAL,00:00:00
AA1BA3,2022-06-27,00:01:08,NA,19475,394,,NA,00:00:00
A9F424,2022-06-27,00:02:14,SKW3013,6225,278,2340,SKW,00:00:00
A27706,2022-06-27,00:02:39,NA,9675,379,,NA,00:00:00
ACDFB1,2022-06-27,00:03:51,NA,8350,,,NA,00:00:00
A4D4B3,2022-06-27,00:04:01,NA,12500,296,,NA,00:00:00
A8C3BD,2022-06-27,00:04:08,GTI8798,40000,492,2441,GTI,00:00:00
AD4FE1,2022-06-27,00:05:43,AAL2100,14650,360,7353,AAL,00:00:00
A05DBC,2022-06-27,00:10:54,UAL1996,36000,432,,UAL,00:00:00
A894F2,2022-06-27,00:12:25,JBU809,11800,345,7137,JBU,00:00:00
A3C60D,2022-06-27,00:15:43,AAL2562,11425,280,7226,AAL,00:00:00
AC0C8B,2022-06-27,00:16:27,SWA2296,38000,423,,SWA,00:00:00
ACD82C,2022-06-27,00:19:27,N927AA,8925,285,5124,Private,00:00:00
A438C3,2022-06-27,00:20:05,NA,,,,NA,00:00:00
A10D82,2022-06-27,00:25:37,AAL785,5350,283,2233,AAL,00:00:00
A38C60,2022-06-27,00:27:24,DAL2373,18525,395,4075,DAL,00:00:00
AC3558,2022-06-27,00:31:01,AAL1103,7800,285,576,AAL,00:00:00
A76DF8,2022-06-27,00:32:08,AAL1744,5650,278,2266,AAL,00:00:00
ABD1C5,2022-06-27,00:33:39,SWA2444,38000,420,,SWA,00:00:00
AAAD6D,2022-06-27,00:38:34,SWA1901,39000,436,702,SWA,00:00:00
AB0702,2022-06-27,00:40:20,FLC81,2350,155,5177,FLC,00:00:00
A1057A,2022-06-27,00:54:18,AAL2733,4825,283,2257,AAL,00:00:00
AB4EA9,2022-06-27,00:54:26,OAE527,1450,148,,OAE,00:00:00
A21432,2022-06-27,00:59:46,FFT1963,36000,462,2565,FFT,00:00:00
A62FD1,2022-06-27,01:02:01,SWA3019,10900,313,5137,SWA,01:00:00
A40027,2022-06-27,01:03:44,AAL1888,12250,315,,AAL,01:00:00
A7668A,2022-06-27,01:13:08,AAL633,16775,375,745,AAL,01:00:00
A0AE33,2022-06-27,01:22:13,DAL840,11200,271,2637,DAL,01:00:00
ACCA85,2022-06-27,01:36:33,NKS954,36975,422,6753,NKS,01:00:00
A99A3D,2022-06-27,01:57:42,SKW3073,5425,252,2327,SKW,01:00:00
A845F4,2022-06-27,02:01:32,JBU1158,33000,471,2623,JBU,02:00:00
AE0562,2022-06-27,02:12:57,NA,,,,NA,02:00:00
AC6E67,2022-06-27,02:14:42,N90SD,10800,232,740,Private,02:00:00
A88752,2022-06-27,02:16:42,GTI8800,29800,476,2371,GTI,02:00:00
A968BB,2022-06-27,02:20:21,SKW3025,10425,295,,SKW,02:00:00
AD1957,2022-06-27,02:20:48,ASH5771,6275,279,5153,ASH,02:00:00
ACB832,2022-06-27,02:58:21,SIL3989,2175,110,2275,SIL,02:00:00
A32FA7,2022-06-27,03:19:58,AAL2534,37000,433,7222,AAL,03:00:00
AC9AF4,2022-06-27,03:20:39,NA,0,,,NA,03:00:00
780A1C,2022-06-27,03:23:36,CPA3290,16175,374,,CPA,03:00:00
A0AD3E,2022-06-27,03:31:30,UAL1730,37000,443,,UAL,03:00:00
AD2741,2022-06-27,03:33:58,NA,6725,,,NA,03:00:00
A36516,2022-06-27,03:40:34,FFT2098,37000,450,7350,FFT,03:00:00
A60BCB,2022-06-27,03:48:10,UAL2018,33025,475,7247,UAL,03:00:00
AC82F5,2022-06-27,03:52:59,NKS1964,19325,421,7221,NKS,03:00:00
A8C44B,2022-06-27,03:57:47,NKS208,12100,312,,NKS,03:00:00
AB34EA,2022-06-27,03:59:47,NA,33000,475,,NA,03:00:00
