HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
ABDA54,2022-07-03,12:01:33,DAL969,32000,478,7136,DAL,12:00:00
AAB202,2022-07-03,12:01:33,AAL61,9975,306,,AAL,12:00:00
A53720,2022-07-03,12:01:33,NA,43000,444,,NA,12:00:00
AB3446,2022-07-03,12:01:33,N82075,1500,76,,Private,12:00:00
A26F01,2022-07-03,12:01:33,ENY3326,15675,376,3450,ENY,12:00:00
AB1861,2022-07-03,12:01:34,N814BR,17500,294,5175,Private,12:00:00
A4C00D,2022-07-03,12:01:34,N405JS,43000,478,3311,Private,12:00:00
ADB656,2022-07-03,12:01:39,AAL2469,15275,366,2532,AAL,12:00:00
A9B2E0,2022-07-03,12:01:42,SKW3100,11875,280,761,SKW,12:00:00
AD87AA,2022-07-03,12:01:43,LYM5411,2125,207,,LYM,12:00:00
ABEFBA,2022-07-03,12:01:45,NA,,470,,NA,12:00:00
ACBEB0,2022-07-03,12:01:52,ASH5850,4350,332,5124,ASH,12:00:00
ADB782,2022-07-03,12:01:55,AAL1811,6900,286,3603,AAL,12:00:00
ACE5B6,2022-07-03,12:02:24,AAL2412,8300,296,,AAL,12:00:00
ACB4E9,2022-07-03,12:02:32,ASH5864,2175,208,2331,ASH,12:00:00
A1FED7,2022-07-03,12:02:44,NA,6900,276,,NA,12:00:00
A32BBF,2022-07-03,12:02:56,N303PC,2775,226,,Private,12:00:00
AD2095,2022-07-03,12:02:58,JBU1800,33000,435,,JBU,12:00:00
A88E3A,2022-07-03,12:03:00,FFL822,1075,181,3650,FFL,12:00:00
A0C42C,2022-07-03,12:03:01,NA,2250,191,,NA,12:00:00
ACF0DA,2022-07-03,12:03:06,AAL2922,2375,180,3441,AAL,12:00:00
AA6E58,2022-07-03,12:03:08,SKW4939,2550,194,2364,SKW,12:00:00
AB214D,2022-07-03,12:03:23,SCX514,10875,268,6135,SCX,12:00:00
AD5460,2022-07-03,12:03:46,NA,23675,,,NA,12:00:00
ABE124,2022-07-03,12:03:55,NA,8475,,,NA,12:00:00
A837A6,2022-07-03,12:04:00,UAL529,35000,439,6644,UAL,12:00:00
ABDC91,2022-07-03,12:04:24,ASH6046,2075,193,2343,ASH,12:00:00
AAA2D3,2022-07-03,12:04:25,SWA1754,16900,385,3475,SWA,12:00:00
A9F302,2022-07-03,12:05:08,SKW3019,2175,198,3402,SKW,12:00:00
AB6316,2022-07-03,12:06:25,NA,3925,313,,NA,12:00:00
A4F1E5,2022-07-03,12:06:31,AAL456,2400,193,2361,AAL,12:00:00
AA944A,2022-07-03,12:06:44,AAL1965,11475,276,7442,AAL,12:00:00
AC0F4D,2022-07-03,12:09:07,NA,37000,484,,NA,12:00:00
