HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,NearestHour
0D0AA0,2022-07-01,12:03:12,SLI2682,10325,258,3037,SLI,12:00:00
AD8F18,2022-07-01,12:03:12,LYM5411,9925,303,3606,LYM,12:00:00
ABECE7,2022-07-01,12:03:12,DAL969,34000,470,4117,DAL,12:00:00
A1FFF2,2022-07-01,12:03:12,ENY3326,14475,374,3642,ENY,12:00:00
AE2923,2022-07-01,12:03:12,NA,28000,,2624,NA,12:00:00
AA311B,2022-07-01,12:03:12,N756J,9100,273,,Private,12:00:00
A13501,2022-07-01,12:03:12,AAL2846,10975,351,2242,AAL,12:00:00
A7196E,2022-07-01,12:03:12,FTD557,19125,363,3446,FTD,12:00:00
AD4C2A,2022-07-01,12:03:13,AAL444,10375,319,,AAL,12:00:00
A53473,2022-07-01,12:03:13,N43408,1500,102,1200,Private,12:00:00
A704F9,2022-07-01,12:03:13,AAL2603,10625,255,7334,AAL,12:00:00
ADAEE8,2022-07-01,12:03:15,AAL2465,2225,207,,AAL,12:00:00
0D028D,2022-07-01,12:03:16,XACZG,39000,418,3456,XACZG,12:00:00
A0AA2B,2022-07-01,12:03:16,NA,17450,411,,NA,12:00:00
ABE872,2022-07-01,12:03:16,SWA3089,36000,464,7203,SWA,12:00:00
A33CA9,2022-07-01,12:03:18,NA,35000,,,NA,12:00:00
A44596,2022-07-01,12:03:21,N3744L,4800,102,1200,Private,12:00:00
AC667A,2022-07-01,12:03:23,N89878,1400,98,1200,Private,12:00:00
A41090,2022-07-01,12:03:42,FFT1370,10050,304,,FFT,12:00:00
AB686F,2022-07-01,12:03:44,AAL2412,3825,283,666,AAL,12:00:00
ABD204,2022-07-01,12:04:01,SWA3033,36000,455,,SWA,12:00:00
AC64CF,2022-07-01,12:04:04,UAL1807,2100,196,512,UAL,12:00:00
A9BF27,2022-07-01,12:04:25,SKW4939,8825,185,2245,SKW,12:00:00
ABEBBE,2022-07-01,12:04:29,NA,10850,296,,NA,12:00:00
A273F5,2022-07-01,12:04:33,UAL2250,2475,,,UAL,12:00:00
A98B7B,2022-07-01,12:04:49,N714FW,1400,80,,Private,12:00:00
AAE3E2,2022-07-01,12:04:52,JTL800,40000,454,,JTL,12:00:00
AAB202,2022-07-01,12:05:04,AAL5,2150,207,3676,AAL,12:00:00
AE0976,2022-07-01,12:05:05,CNV4813,8925,279,2147,CNV,12:00:00
A9502A,2022-07-01,12:05:55,NA,10100,201,,NA,12:00:00
A708EF,2022-07-01,12:06:34,XOJ552,16925,358,3670,XOJ,12:00:00
A50CB7,2022-07-01,12:06:39,NA,30000,449,,NA,12:00:00
AD84DE,2022-07-01,12:07:07,NA,11350,,,NA,12:00:00
ADDA24,2022-07-01,12:07:11,AAL376,2375,186,3647,AAL,12:00:00
A2845B,2022-07-01,12:07:21,SKW3840,34000,416,,SKW,12:00:00
ACDBE7,2022-07-01,12:07:43,ENY4233,12600,301,2726,ENY,12:00:00
AD4102,2022-07-01,12:07:48,NKS344,11600,258,6175,NKS,12:00:00
AB178F,2022-07-01,12:08:09,N8135G,2000,114,,Private,12:00:00
A002AE,2022-07-01,12:08:09,NA,2925,231,,NA,12:00:00
A9D413,2022-07-01,12:08:23,SKW3019,2625,214,3645,SKW,12:00:00
A83E7B,2022-07-01,12:08:39,N630HR,2300,87,,Private,12:00:00
