HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline
AC828F,2022/06/20,13:00:15.275,,,292,,NA
ABF49F,2022/06/20,13:00:15.278,,25775,,,NA
A6C478,2022/06/20,13:00:15.279,,1650,,,NA
A8754D,2022/06/20,13:00:15.290,,,,,NA
A7F69C,2022/06/20,13:00:15.293,,43000,,,NA
A50C7C,2022/06/20,13:00:15.484,,9550,437,,NA
AC71E7,2022/06/20,13:00:15.754,N535RA,13225,113,5135,Private
A75B65,2022/06/20,13:00:15.864,,15700,,,NA
AAF804,2022/06/20,13:00:15.911,,5700,437,,NA
ADB656,2022/06/20,13:00:16.701,,,499,,NA
A1AA4E,2022/06/20,13:00:16.721,,32000,113,,NA
A0F91D,2022/06/20,13:00:16.996,ENY4009,12225,437,,ENY
A9A1EB,2022/06/20,13:00:17.533,SWA850,6700,437,,SWA
A44544,2022/06/20,13:00:17.858,AAL2473,10000,437,2210,AAL
A7D88A,2022/06/20,13:00:19.746,NKS1018,9425,465,,NKS
AA56DA,2022/06/20,13:00:27.956,AAL2473,1575,457,5706,AAL
A1EAF4,2022/06/20,13:00:30.871,N535RA,900,437,,Private
AE58B4,2022/06/20,13:00:32.137,SCX3030,43000,385,,SCX
AA01DE,2022/06/20,13:00:35.199,UAL1119,13600,369,,UAL
ACA9C4,2022/06/20,13:00:37.254,AAL2473,1375,326,1200,AAL
A9F09D,2022/06/20,13:00:40.043,NKS1018,1000,80,5706,NKS
AC4A44,2022/06/20,13:00:47.323,AAL541  ,24000,103,,AAL
A4B119,2022/06/20,13:00:53.686,N612EM,22800,389,3671,Private
AB3C15,2022/06/20,13:01:07.872,AAL2473,9025,498,2210,AAL
A973E0,2022/06/20,13:01:44.976,N2221K,33000,263,,Private
A138B8,2022/06/20,13:01:52.473,,2150,182,,NA
ADA64D,2022/06/20,13:01:55.498,,8375,293,6223,NA
AC67FC,2022/06/20,13:01:59.157,AAL1288 ,33000,92,6223,AAL
A18E03,2022/06/20,13:02:12.273,UAL1119,9175,335,,UAL
A944B9,2022/06/20,13:02:18.485,AAL2423,25775,99,,AAL
AB17E1,2022/06/20,13:02:21.580,SWA850,9600,96,,SWA
AC0F26,2022/06/20,13:02:37.372,SWA850,4850,459,,SWA
A361E5,2022/06/20,13:02:44.838,AAL2423,11575,459,2407,AAL
AA3839,2022/06/20,13:02:56.551,AAL2473,12225,322,,AAL
A1C997,2022/06/20,13:02:58.531,ENY4078,33000,210,2407,ENY
AD4844,2022/06/20,13:03:32.472,UAL1119,9625,112,2367,UAL
A243CB,2022/06/20,13:03:42.787,AAL2473,9300,267,2367,AAL
AA15CC,2022/06/20,13:03:55.361,N87GM,11825,289,2407,Private
A4F83E,2022/06/20,13:04:20.083,,3625,,,NA
A81AA2,2022/06/20,13:04:20.334,AAL2473,18050,164,,AAL
AD44BC,2022/06/20,13:04:29.485,N317M,2100,355,,Private
A3E88D,2022/06/20,13:04:30.510,,32150,327,,NA
AAAD49,2022/06/20,13:04:35.552,,2125,284,,NA
A280FE,2022/06/20,13:04:36.221,SWA850,2200,450,576,SWA
A897F4,2022/06/20,13:04:44.530,KOW621,2400,183,5111,KOW
A443E8,2022/06/20,13:05:10.677,,8775,363,,NA
A42B32,2022/06/20,13:05:11.579,SWA850,2050,356,5111,SWA
A98515,2022/06/20,13:05:21.667,SWA850,11250,277,5111,SWA
AB2AE0,2022/06/20,13:05:48.377,KPO2,1375,368,5632,KPO
AC72E4,2022/06/20,13:06:01.157,KPO2,9975,268,,KPO
A90EF6,2022/06/20,13:06:12.740,N2221K,2450,483,5632,Private
A987AA,2022/06/20,13:06:21.700,,9425,298,,NA
AB2E55,2022/06/20,13:06:23.116,N2221K,9425,276,5632,Private
A948A2,2022/06/20,13:07:00.080,SKW4945,2275,284,2376,SKW
A6BCC8,2022/06/20,13:07:24.331,KOW621,11850,259,,KOW
AABF50,2022/06/20,13:07:24.474,KPO2,1650,178,2704,KPO
ACB132,2022/06/20,13:07:46.187,KOW621,9550,382,2704,KOW
ACAD02,2022/06/20,13:07:51.258,ENY3672,9325,326,6043,ENY
A9CB83,2022/06/20,13:08:13.754,KOW621,5875,257,3675,KOW
A52E50,2022/06/20,13:08:25.738,KOW621,5875,259,3675,KOW
A24753,2022/06/20,13:08:46.965,SCX3050,4475,338,2265,SCX
ADD793,2022/06/20,13:09:24.923,AAL2861,2175,408,,AAL
AD5D5F,2022/06/20,13:09:27.722,AAL677,6150,215,6215,AAL
